language,sentence,n,edgelist,root
Japanese,163,25,"[(6, 25), (6, 24), (4, 6), (9, 4), (7, 8), (7, 20), (14, 7), (9, 14), (12, 9), (19, 17), (2, 19), (12, 2), (3, 1), (18, 3), (11, 18), (11, 23), (15, 11), (13, 15), (10, 5), (16, 10), (12, 16), (13, 12), (21, 13), (21, 22)]",21
Japanese,164,22,"[(14, 17), (3, 14), (21, 3), (9, 21), (8, 9), (1, 8), (6, 1), (19, 6), (22, 19), (7, 22), (22, 4), (4, 12), (13, 7), (20, 10), (13, 20), (18, 13), (16, 18), (15, 11), (16, 15), (5, 2), (16, 5)]",16
Japanese,169,10,"[(9, 10), (9, 6), (8, 9), (1, 8), (1, 7), (4, 1), (2, 4), (3, 5), (2, 3)]",2
Japanese,170,23,"[(17, 2), (18, 17), (11, 16), (1, 11), (12, 1), (13, 12), (5, 3), (20, 5), (13, 20), (9, 22), (10, 9), (13, 10), (10, 8), (8, 4), (21, 13), (15, 21), (21, 23), (6, 15), (7, 6), (18, 7), (19, 14), (18, 19)]",18
Japanese,171,7,"[(5, 4), (1, 5), (3, 6), (7, 3), (2, 1), (7, 2)]",7
Japanese,172,25,"[(24, 18), (25, 24), (20, 25), (22, 10), (20, 22), (20, 8), (20, 12), (20, 17), (6, 20), (4, 6), (23, 13), (16, 23), (16, 21), (16, 7), (14, 16), (9, 14), (15, 9), (2, 15), (3, 1), (2, 3), (11, 2), (19, 11), (4, 19), (4, 5)]",4
Japanese,173,17,"[(17, 13), (4, 17), (16, 10), (11, 16), (4, 11), (9, 1), (3, 9), (4, 3), (12, 2), (12, 8), (12, 15), (6, 12), (14, 6), (7, 14), (4, 7), (5, 4)]",5
Japanese,174,10,"[(2, 1), (3, 2), (9, 4), (9, 10), (6, 9), (3, 6), (8, 3), (5, 8), (8, 7)]",5
Japanese,176,12,"[(9, 4), (2, 9), (6, 7), (6, 12), (8, 6), (2, 8), (11, 2), (2, 1), (1, 3), (3, 10), (5, 11)]",5
Japanese,177,31,"[(22, 13), (26, 22), (17, 29), (26, 17), (31, 26), (5, 31), (5, 14), (3, 24), (5, 3), (6, 5), (25, 6), (6, 8), (27, 25), (4, 27), (19, 4), (1, 9), (18, 1), (21, 18), (21, 7), (21, 12), (15, 21), (20, 15), (28, 2), (10, 28), (16, 10), (19, 16), (16, 30), (30, 23), (20, 19), (11, 20)]",11
Japanese,178,13,"[(4, 11), (5, 4), (12, 5), (13, 6), (10, 13), (1, 10), (10, 9), (7, 2), (3, 7), (1, 3), (8, 1), (12, 8)]",12
Japanese,180,21,"[(4, 2), (7, 4), (17, 14), (11, 17), (13, 11), (7, 13), (13, 8), (12, 6), (10, 12), (12, 9), (9, 1), (5, 16), (21, 5), (21, 20), (19, 21), (10, 19), (18, 10), (7, 18), (15, 7), (15, 3)]",15
Japanese,181,16,"[(5, 1), (16, 5), (12, 16), (14, 12), (15, 13), (9, 15), (14, 9), (7, 14), (3, 8), (6, 3), (10, 6), (2, 10), (7, 2), (4, 7), (4, 11)]",4
Japanese,183,26,"[(5, 15), (10, 5), (10, 16), (14, 18), (23, 14), (2, 23), (3, 9), (2, 3), (7, 2), (13, 7), (19, 13), (10, 19), (21, 8), (10, 21), (6, 17), (10, 6), (12, 25), (10, 12), (1, 10), (4, 1), (1, 24), (20, 4), (26, 20), (26, 22), (22, 11)]",26
Japanese,184,20,"[(2, 7), (17, 2), (17, 12), (6, 17), (13, 6), (19, 4), (13, 19), (5, 13), (15, 5), (20, 15), (14, 20), (1, 14), (11, 1), (9, 11), (18, 10), (3, 18), (16, 8), (9, 16), (9, 3)]",9
Japanese,185,24,"[(16, 20), (16, 18), (12, 16), (9, 12), (4, 9), (8, 4), (17, 22), (8, 17), (11, 15), (8, 11), (13, 24), (13, 3), (13, 10), (5, 21), (13, 5), (5, 23), (8, 13), (14, 19), (14, 6), (8, 14), (7, 8), (1, 7), (7, 2)]",1
Japanese,186,28,"[(13, 26), (13, 9), (3, 13), (4, 3), (14, 19), (8, 14), (1, 8), (4, 1), (27, 7), (4, 27), (2, 4), (17, 2), (2, 12), (22, 17), (5, 16), (25, 5), (21, 15), (22, 21), (18, 10), (28, 18), (23, 28), (24, 23), (20, 24), (22, 20), (20, 6), (11, 22), (25, 11)]",25
Japanese,187,10,"[(3, 7), (8, 3), (10, 1), (9, 10), (2, 9), (5, 2), (8, 5), (6, 8), (6, 4)]",6
Japanese,188,9,"[(5, 8), (1, 5), (2, 6), (9, 2), (3, 9), (1, 3), (4, 1), (4, 7)]",4
Japanese,190,23,"[(20, 22), (5, 8), (23, 5), (10, 23), (14, 10), (19, 6), (1, 19), (9, 1), (16, 9), (14, 16), (18, 14), (14, 4), (4, 21), (21, 12), (11, 18), (7, 11), (3, 15), (2, 3), (7, 17), (2, 7), (20, 2), (20, 13)]",20
Japanese,191,24,"[(10, 1), (20, 10), (4, 20), (7, 13), (17, 7), (15, 17), (2, 15), (8, 18), (2, 8), (19, 2), (4, 19), (12, 24), (9, 12), (5, 9), (4, 5), (16, 4), (11, 16), (6, 21), (11, 6), (23, 3), (22, 23), (14, 22), (11, 14)]",11
Japanese,192,39,"[(38, 27), (37, 38), (31, 37), (10, 6), (2, 10), (21, 2), (23, 21), (31, 23), (8, 31), (1, 8), (8, 5), (33, 1), (29, 17), (12, 29), (39, 30), (19, 39), (3, 19), (16, 3), (15, 16), (36, 15), (36, 11), (7, 36), (22, 7), (22, 35), (34, 22), (26, 20), (32, 26), (13, 32), (4, 13), (34, 4), (25, 34), (9, 25), (14, 9), (33, 14), (18, 24), (33, 18), (12, 33), (12, 28)]",12
Japanese,194,15,"[(13, 5), (12, 13), (12, 4), (3, 9), (10, 3), (1, 10), (2, 1), (7, 2), (12, 7), (15, 11), (12, 15), (12, 6), (6, 14), (14, 8)]",12
Japanese,195,27,"[(12, 11), (15, 12), (6, 10), (21, 6), (25, 4), (3, 25), (14, 3), (26, 14), (21, 26), (23, 21), (15, 23), (20, 15), (22, 20), (5, 7), (2, 5), (27, 2), (1, 9), (24, 1), (22, 24), (8, 13), (18, 19), (17, 18), (16, 17), (8, 16), (22, 8), (27, 22)]",27
Japanese,198,34,"[(17, 32), (3, 17), (20, 3), (8, 20), (9, 22), (4, 9), (25, 19), (15, 25), (4, 15), (15, 23), (30, 4), (6, 30), (33, 11), (6, 33), (12, 6), (6, 7), (13, 27), (14, 13), (18, 14), (24, 18), (21, 24), (21, 29), (21, 10), (1, 21), (31, 1), (16, 5), (31, 16), (2, 31), (34, 2), (12, 34), (26, 12), (8, 26), (8, 28)]",8
Japanese,199,15,"[(8, 6), (10, 8), (5, 10), (14, 5), (9, 13), (2, 9), (7, 2), (15, 7), (12, 15), (14, 12), (4, 11), (14, 4), (1, 14), (1, 3)]",1
Japanese,202,20,"[(17, 14), (1, 17), (2, 4), (1, 2), (7, 9), (3, 7), (8, 3), (1, 8), (18, 5), (12, 18), (1, 12), (20, 19), (11, 20), (11, 13), (16, 11), (1, 16), (1, 10), (10, 15), (15, 6)]",1
Japanese,203,31,"[(26, 13), (26, 30), (26, 14), (11, 26), (27, 11), (15, 9), (15, 8), (15, 21), (22, 15), (25, 22), (3, 25), (4, 3), (28, 18), (28, 31), (6, 28), (29, 6), (29, 17), (29, 24), (12, 29), (2, 12), (1, 2), (23, 1), (23, 10), (23, 5), (23, 16), (7, 23), (20, 7), (4, 20), (19, 4), (27, 19)]",27
Japanese,206,19,"[(5, 13), (10, 5), (15, 10), (4, 15), (1, 4), (18, 12), (8, 18), (3, 8), (6, 3), (1, 6), (19, 17), (2, 19), (14, 2), (1, 14), (7, 1), (7, 9), (9, 11), (11, 16)]",7
Japanese,208,29,"[(3, 23), (2, 3), (7, 2), (13, 7), (7, 25), (25, 16), (21, 9), (21, 8), (11, 21), (28, 11), (18, 28), (15, 18), (13, 15), (10, 1), (22, 10), (13, 22), (19, 13), (17, 19), (5, 17), (17, 20), (29, 14), (29, 12), (5, 29), (5, 24), (27, 5), (5, 6), (6, 4), (4, 26)]",27
Japanese,209,10,"[(1, 4), (6, 1), (8, 10), (9, 3), (2, 9), (8, 2), (5, 8), (6, 5), (6, 7)]",6
Japanese,210,17,"[(5, 17), (5, 13), (5, 9), (11, 5), (15, 11), (16, 7), (15, 16), (14, 2), (15, 14), (12, 15), (10, 12), (12, 4), (1, 10), (3, 1), (3, 6), (6, 8)]",3
Japanese,211,15,"[(8, 10), (4, 8), (14, 13), (6, 14), (7, 6), (2, 7), (11, 2), (3, 11), (9, 3), (1, 9), (15, 1), (12, 15), (15, 5), (4, 12)]",4
Japanese,212,24,"[(24, 11), (20, 24), (1, 20), (21, 17), (16, 18), (21, 6), (21, 12), (16, 21), (9, 16), (8, 3), (23, 8), (9, 23), (1, 9), (15, 1), (5, 10), (13, 5), (19, 13), (7, 19), (15, 7), (22, 2), (4, 22), (15, 4), (14, 15)]",14
Japanese,213,11,"[(2, 8), (4, 2), (5, 10), (6, 5), (4, 6), (4, 9), (11, 4), (1, 3), (7, 1), (7, 11)]",7
Japanese,214,20,"[(9, 16), (18, 9), (1, 10), (12, 1), (6, 12), (8, 6), (7, 8), (7, 2), (17, 7), (15, 17), (14, 15), (20, 14), (14, 5), (4, 20), (19, 4), (18, 19), (3, 18), (11, 13), (3, 11)]",3
Japanese,216,13,"[(12, 3), (4, 12), (10, 13), (2, 10), (1, 2), (5, 7), (4, 5), (1, 4), (11, 1), (6, 9), (11, 6), (11, 8)]",11
Japanese,217,19,"[(5, 4), (7, 5), (15, 7), (15, 1), (16, 15), (19, 10), (17, 19), (2, 17), (6, 2), (3, 18), (6, 3), (12, 8), (6, 12), (9, 6), (16, 9), (14, 16), (13, 14), (11, 13)]",11
Japanese,220,21,"[(10, 13), (8, 10), (14, 5), (8, 14), (20, 2), (3, 20), (12, 3), (8, 12), (19, 4), (17, 19), (8, 17), (16, 11), (7, 16), (8, 7), (8, 6), (15, 1), (8, 15), (18, 8), (9, 18), (18, 21)]",9
Japanese,221,28,"[(13, 4), (15, 13), (5, 15), (23, 5), (23, 24), (23, 12), (19, 23), (25, 19), (11, 9), (21, 11), (17, 21), (1, 26), (26, 18), (2, 22), (17, 2), (1, 17), (27, 1), (14, 27), (3, 14), (14, 10), (6, 3), (20, 6), (16, 28), (20, 16), (25, 20), (8, 25), (8, 7)]",8
Japanese,222,41,"[(13, 28), (13, 32), (13, 40), (13, 18), (6, 13), (24, 6), (14, 24), (41, 14), (10, 4), (21, 10), (7, 21), (7, 23), (37, 7), (37, 36), (37, 9), (34, 37), (39, 34), (11, 1), (39, 11), (39, 19), (39, 33), (39, 30), (39, 35), (17, 39), (22, 17), (29, 16), (20, 29), (2, 20), (22, 2), (8, 15), (22, 8), (22, 38), (22, 12), (27, 22), (3, 27), (31, 3), (5, 31), (26, 5), (25, 26), (41, 25)]",41
Japanese,225,37,"[(20, 23), (8, 20), (20, 26), (26, 37), (22, 30), (34, 22), (21, 34), (6, 12), (11, 6), (21, 11), (18, 21), (5, 18), (29, 5), (10, 29), (25, 19), (3, 25), (3, 1), (15, 3), (28, 7), (9, 28), (15, 9), (17, 24), (31, 17), (13, 31), (27, 13), (13, 33), (4, 36), (27, 4), (27, 2), (32, 27), (14, 32), (16, 14), (15, 16), (35, 15), (8, 35), (10, 8)]",10
Japanese,227,26,"[(1, 7), (10, 1), (21, 10), (2, 21), (2, 19), (12, 2), (18, 12), (24, 18), (9, 20), (3, 9), (17, 3), (15, 17), (23, 15), (23, 6), (11, 23), (11, 13), (5, 11), (14, 5), (14, 24), (26, 14), (25, 8), (25, 16), (25, 22), (4, 25), (26, 4)]",26
Japanese,229,12,"[(10, 4), (10, 5), (2, 10), (1, 2), (6, 3), (8, 6), (9, 8), (11, 9), (12, 11), (7, 12), (1, 7)]",1
Japanese,232,32,"[(2, 28), (25, 27), (4, 25), (20, 4), (13, 6), (18, 13), (20, 18), (26, 16), (20, 26), (24, 20), (2, 24), (24, 5), (1, 2), (3, 15), (9, 3), (7, 9), (29, 7), (22, 29), (19, 22), (32, 14), (23, 32), (30, 23), (31, 30), (11, 31), (31, 10), (12, 11), (1, 12), (19, 1), (21, 19), (17, 21), (21, 8)]",17
Japanese,234,12,"[(2, 11), (2, 4), (9, 2), (10, 3), (9, 10), (12, 1), (7, 12), (9, 7), (6, 9), (8, 6), (6, 5)]",8
Japanese,235,29,"[(23, 24), (16, 23), (29, 16), (2, 5), (12, 2), (13, 8), (28, 13), (29, 28), (11, 21), (27, 11), (3, 27), (20, 3), (17, 20), (22, 14), (17, 22), (7, 17), (4, 18), (7, 4), (15, 7), (1, 15), (25, 1), (6, 25), (26, 6), (9, 26), (29, 9), (12, 29), (10, 12), (10, 19)]",10
Japanese,238,33,"[(31, 6), (8, 31), (31, 30), (21, 20), (21, 13), (23, 21), (8, 23), (25, 24), (8, 25), (33, 8), (7, 33), (15, 7), (4, 15), (5, 4), (19, 5), (32, 18), (11, 32), (16, 11), (19, 16), (14, 26), (9, 14), (19, 9), (10, 19), (28, 17), (22, 28), (3, 29), (1, 3), (22, 1), (12, 22), (10, 12), (27, 10), (2, 27)]",2
Japanese,239,14,"[(9, 10), (4, 9), (3, 4), (8, 3), (1, 8), (2, 14), (6, 2), (5, 6), (11, 5), (13, 11), (7, 13), (7, 12), (1, 7)]",1
Japanese,241,9,"[(5, 4), (1, 5), (8, 1), (7, 8), (3, 7), (6, 3), (6, 2), (9, 6)]",9
Japanese,244,21,"[(14, 6), (16, 14), (13, 16), (11, 9), (3, 11), (13, 3), (13, 8), (13, 21), (19, 13), (7, 2), (5, 7), (7, 4), (10, 5), (19, 10), (15, 1), (20, 17), (15, 20), (12, 15), (18, 12), (19, 18)]",19
Japanese,245,20,"[(8, 4), (11, 8), (1, 11), (14, 16), (20, 14), (17, 18), (17, 10), (17, 15), (6, 17), (3, 6), (2, 3), (13, 2), (7, 13), (20, 7), (19, 20), (5, 19), (5, 1), (12, 5), (12, 9)]",12
Japanese,246,31,"[(30, 15), (18, 30), (31, 18), (31, 3), (31, 14), (22, 31), (29, 22), (22, 10), (7, 29), (21, 7), (28, 21), (2, 28), (28, 5), (2, 13), (6, 2), (25, 6), (1, 9), (11, 1), (23, 11), (4, 27), (16, 4), (26, 16), (19, 26), (23, 19), (19, 24), (24, 20), (12, 23), (25, 12), (17, 25), (17, 8)]",17
Japanese,247,31,"[(19, 27), (16, 19), (22, 25), (9, 22), (17, 9), (8, 17), (6, 8), (8, 18), (6, 20), (14, 6), (3, 14), (10, 3), (26, 10), (4, 26), (26, 5), (12, 4), (31, 21), (12, 31), (13, 1), (12, 13), (13, 23), (16, 12), (11, 16), (15, 11), (11, 28), (2, 15), (30, 2), (7, 24), (30, 7), (30, 29)]",30
Japanese,249,28,"[(7, 20), (16, 7), (25, 1), (28, 25), (26, 23), (26, 15), (14, 26), (28, 14), (8, 28), (11, 8), (13, 9), (24, 13), (21, 24), (17, 19), (2, 17), (3, 2), (6, 3), (22, 4), (18, 22), (18, 10), (18, 12), (5, 18), (6, 5), (27, 6), (21, 27), (11, 21), (16, 11)]",16
Japanese,250,14,"[(7, 8), (6, 7), (2, 6), (9, 2), (4, 5), (9, 4), (10, 9), (3, 10), (12, 3), (14, 12), (13, 11), (1, 13), (14, 1)]",14
Japanese,252,19,"[(6, 12), (17, 6), (10, 17), (5, 10), (16, 5), (14, 13), (16, 14), (18, 16), (7, 18), (18, 4), (1, 7), (9, 1), (1, 8), (2, 11), (9, 2), (19, 9), (15, 19), (3, 15)]",3
Japanese,253,23,"[(11, 3), (5, 11), (19, 13), (14, 19), (15, 14), (2, 9), (15, 2), (10, 23), (10, 6), (12, 10), (15, 12), (1, 15), (5, 1), (7, 5), (21, 7), (17, 20), (21, 17), (22, 8), (21, 22), (4, 21), (16, 4), (4, 18)]",16
Japanese,254,17,"[(16, 7), (7, 6), (8, 9), (4, 8), (3, 1), (11, 3), (11, 12), (4, 11), (17, 10), (4, 17), (13, 5), (4, 13), (15, 4), (2, 15), (15, 14), (16, 2)]",16
Japanese,255,16,"[(6, 8), (6, 4), (2, 6), (1, 2), (12, 1), (5, 12), (15, 11), (5, 15), (7, 5), (9, 7), (14, 9), (3, 14), (10, 3), (16, 10), (13, 16)]",13
Japanese,256,23,"[(9, 4), (16, 9), (22, 16), (17, 22), (21, 17), (6, 10), (13, 6), (13, 7), (1, 13), (3, 1), (1, 19), (19, 5), (20, 3), (23, 20), (15, 23), (11, 15), (15, 14), (18, 11), (2, 18), (8, 12), (21, 8), (2, 21)]",2
Japanese,261,26,"[(20, 24), (10, 20), (22, 23), (21, 22), (17, 21), (17, 6), (25, 17), (11, 25), (12, 15), (12, 14), (12, 13), (4, 12), (11, 4), (19, 11), (10, 19), (16, 10), (8, 16), (3, 9), (3, 7), (5, 3), (8, 5), (2, 18), (1, 2), (26, 8), (1, 26)]",1
Japanese,262,30,"[(14, 3), (11, 14), (4, 9), (2, 4), (2, 26), (12, 2), (8, 12), (25, 16), (1, 25), (6, 1), (7, 21), (8, 7), (8, 6), (11, 8), (11, 18), (20, 11), (19, 20), (20, 22), (28, 19), (15, 28), (15, 10), (13, 23), (15, 13), (17, 29), (15, 17), (27, 15), (15, 5), (5, 30), (30, 24)]",27
Japanese,263,27,"[(18, 22), (26, 18), (10, 26), (7, 8), (10, 7), (6, 10), (9, 6), (6, 2), (16, 9), (11, 12), (11, 24), (11, 21), (15, 11), (17, 15), (17, 16), (20, 17), (23, 20), (20, 5), (14, 27), (14, 13), (14, 25), (4, 14), (1, 4), (1, 23), (19, 1), (19, 3)]",19
Japanese,273,26,"[(9, 25), (11, 9), (24, 10), (17, 24), (18, 17), (7, 18), (26, 6), (15, 26), (4, 15), (3, 4), (8, 3), (14, 8), (16, 14), (14, 5), (12, 16), (20, 12), (2, 20), (7, 2), (1, 7), (23, 1), (1, 19), (21, 23), (13, 21), (22, 13), (11, 22)]",11
Japanese,274,29,"[(22, 2), (7, 22), (24, 17), (26, 24), (28, 26), (10, 28), (10, 6), (5, 10), (15, 5), (14, 15), (13, 14), (25, 11), (13, 25), (18, 13), (8, 18), (1, 8), (21, 3), (16, 21), (4, 16), (1, 4), (29, 12), (1, 29), (27, 1), (9, 27), (19, 9), (7, 19), (20, 7), (20, 23)]",20
Japanese,275,12,"[(7, 11), (2, 7), (9, 2), (3, 8), (6, 3), (4, 6), (1, 4), (9, 1), (1, 5), (5, 10), (10, 12)]",9
Japanese,278,39,"[(24, 8), (4, 24), (7, 6), (13, 18), (19, 13), (20, 19), (27, 20), (38, 27), (33, 38), (11, 33), (7, 11), (37, 7), (7, 28), (5, 37), (3, 5), (4, 3), (25, 4), (36, 25), (39, 36), (36, 12), (12, 17), (34, 31), (2, 34), (29, 9), (39, 29), (14, 10), (15, 14), (1, 15), (32, 1), (35, 32), (26, 35), (30, 21), (16, 30), (26, 16), (23, 26), (39, 23), (22, 39), (2, 22)]",2
Japanese,281,27,"[(6, 5), (22, 6), (16, 11), (8, 16), (26, 8), (1, 26), (22, 1), (27, 22), (18, 27), (13, 18), (15, 13), (9, 4), (3, 9), (17, 3), (15, 17), (24, 14), (21, 24), (12, 21), (10, 12), (23, 10), (7, 23), (23, 20), (2, 7), (15, 2), (25, 15), (25, 19)]",25
Japanese,284,14,"[(2, 14), (13, 2), (1, 13), (3, 1), (11, 3), (5, 11), (6, 5), (8, 6), (4, 10), (8, 4), (7, 8), (9, 7), (7, 12)]",9
Japanese,285,23,"[(3, 6), (19, 4), (8, 19), (2, 20), (18, 2), (8, 18), (16, 8), (7, 16), (5, 7), (22, 5), (15, 22), (15, 13), (23, 15), (10, 11), (17, 10), (21, 14), (23, 21), (17, 23), (23, 1), (1, 9), (9, 12), (3, 17)]",3
Japanese,288,18,"[(3, 2), (8, 3), (17, 8), (17, 13), (15, 17), (18, 15), (1, 18), (16, 1), (4, 5), (6, 4), (16, 6), (10, 7), (12, 10), (9, 12), (11, 9), (16, 11), (14, 16)]",14
Japanese,289,15,"[(7, 8), (11, 7), (2, 5), (12, 2), (13, 4), (9, 13), (6, 9), (14, 6), (12, 14), (15, 12), (1, 15), (1, 3), (10, 1), (11, 10)]",11
Japanese,290,27,"[(27, 8), (4, 27), (6, 4), (15, 6), (1, 11), (19, 1), (15, 19), (16, 20), (5, 16), (14, 5), (21, 14), (22, 21), (12, 22), (12, 23), (12, 24), (10, 12), (18, 10), (9, 18), (15, 9), (13, 3), (25, 13), (2, 25), (26, 2), (15, 26), (17, 15), (17, 7)]",17
Japanese,291,29,"[(1, 17), (3, 1), (4, 3), (6, 4), (25, 6), (23, 25), (5, 27), (28, 5), (18, 28), (26, 18), (29, 26), (11, 29), (16, 11), (16, 21), (20, 16), (22, 20), (8, 22), (2, 8), (13, 7), (19, 13), (9, 19), (2, 9), (24, 14), (2, 24), (15, 2), (23, 15), (12, 23), (12, 10)]",12
Japanese,293,14,"[(11, 4), (5, 12), (7, 5), (9, 14), (3, 9), (6, 3), (7, 6), (10, 7), (1, 10), (2, 1), (2, 8), (11, 2), (11, 13)]",11
Japanese,295,17,"[(8, 12), (15, 8), (1, 15), (5, 1), (7, 10), (17, 7), (17, 2), (11, 13), (3, 6), (11, 3), (17, 11), (9, 17), (4, 14), (9, 4), (16, 9), (5, 16)]",5
Japanese,301,18,"[(8, 14), (3, 8), (18, 16), (13, 18), (17, 2), (17, 5), (17, 1), (11, 17), (13, 11), (9, 6), (12, 9), (7, 12), (4, 7), (15, 4), (10, 15), (13, 10), (3, 13)]",3
Japanese,303,33,"[(13, 8), (13, 5), (29, 13), (32, 29), (15, 32), (28, 15), (6, 28), (6, 18), (2, 6), (4, 2), (19, 14), (22, 19), (9, 10), (9, 24), (33, 9), (27, 12), (33, 27), (25, 33), (26, 25), (21, 26), (22, 21), (22, 11), (16, 22), (22, 1), (23, 16), (16, 30), (4, 23), (4, 3), (20, 7), (4, 20), (17, 4), (17, 31)]",17
Japanese,306,32,"[(23, 24), (23, 2), (13, 23), (29, 15), (26, 29), (32, 26), (9, 32), (10, 9), (16, 10), (22, 1), (6, 22), (17, 6), (4, 17), (19, 4), (5, 28), (12, 5), (19, 12), (19, 27), (19, 31), (19, 8), (18, 19), (13, 18), (18, 7), (11, 25), (11, 3), (11, 21), (30, 11), (13, 30), (13, 20), (16, 13), (16, 14)]",16
Japanese,309,29,"[(25, 13), (3, 20), (11, 3), (9, 11), (5, 9), (22, 24), (12, 22), (10, 12), (14, 10), (14, 17), (17, 7), (4, 6), (16, 4), (15, 16), (2, 15), (29, 2), (26, 29), (14, 26), (19, 14), (14, 1), (23, 19), (28, 23), (5, 28), (8, 5), (18, 8), (25, 18), (27, 21), (25, 27)]",25
Japanese,310,30,"[(9, 25), (19, 9), (13, 6), (3, 13), (1, 3), (23, 1), (29, 28), (23, 29), (14, 30), (4, 14), (23, 4), (19, 23), (20, 17), (11, 20), (11, 26), (8, 11), (27, 8), (27, 24), (15, 27), (19, 15), (22, 12), (18, 22), (19, 18), (21, 10), (16, 21), (16, 2), (5, 16), (19, 5), (7, 19)]",7
Japanese,311,26,"[(26, 19), (25, 26), (21, 5), (24, 21), (25, 24), (13, 6), (15, 13), (4, 15), (22, 3), (22, 12), (4, 22), (18, 7), (4, 18), (23, 4), (14, 23), (9, 14), (17, 9), (9, 11), (11, 10), (2, 1), (17, 2), (20, 17), (8, 20), (16, 8), (25, 16)]",25
Japanese,313,14,"[(1, 7), (10, 1), (4, 14), (6, 4), (3, 6), (12, 3), (3, 9), (9, 8), (2, 13), (2, 5), (11, 2), (12, 11), (10, 12)]",10
Japanese,314,12,"[(11, 10), (7, 11), (3, 6), (4, 5), (3, 4), (8, 3), (8, 1), (8, 9), (8, 2), (7, 8), (7, 12)]",7
Japanese,315,34,"[(23, 26), (24, 23), (34, 24), (25, 29), (1, 22), (25, 1), (12, 25), (9, 12), (34, 9), (34, 5), (21, 34), (34, 6), (33, 21), (16, 13), (8, 28), (8, 32), (31, 8), (2, 31), (27, 15), (19, 27), (2, 19), (16, 2), (33, 16), (30, 4), (20, 30), (10, 3), (17, 10), (11, 17), (14, 11), (14, 7), (33, 14), (20, 33), (20, 18)]",20
Japanese,322,35,"[(12, 28), (25, 12), (35, 7), (14, 35), (3, 22), (14, 3), (1, 34), (8, 1), (14, 8), (5, 27), (16, 5), (14, 16), (11, 14), (21, 4), (32, 20), (17, 32), (21, 17), (11, 21), (21, 23), (29, 18), (11, 29), (2, 11), (13, 2), (33, 15), (13, 33), (26, 13), (31, 26), (24, 31), (25, 24), (25, 9), (6, 25), (25, 10), (19, 6), (6, 30)]",19
Japanese,323,20,"[(7, 1), (5, 7), (12, 5), (11, 12), (17, 14), (13, 17), (18, 13), (18, 19), (20, 18), (6, 20), (6, 15), (3, 6), (8, 3), (10, 8), (9, 10), (2, 9), (11, 2), (4, 16), (11, 4)]",11
Japanese,328,27,"[(21, 17), (2, 3), (6, 2), (6, 9), (6, 26), (23, 6), (15, 23), (14, 12), (13, 14), (8, 13), (13, 1), (1, 18), (24, 4), (8, 24), (5, 25), (8, 5), (15, 8), (10, 15), (22, 10), (16, 7), (27, 20), (11, 27), (19, 11), (16, 19), (22, 16), (21, 22)]",21
Japanese,329,37,"[(18, 2), (33, 18), (14, 17), (23, 14), (7, 23), (33, 7), (7, 35), (5, 36), (16, 5), (25, 16), (33, 25), (19, 33), (13, 19), (21, 24), (20, 21), (20, 1), (26, 31), (12, 26), (10, 12), (6, 15), (10, 6), (30, 11), (8, 30), (32, 8), (8, 28), (32, 4), (34, 32), (10, 34), (27, 10), (37, 27), (20, 37), (9, 20), (9, 29), (3, 9), (13, 3), (3, 22)]",13
Japanese,330,33,"[(14, 5), (14, 29), (14, 19), (33, 14), (31, 33), (18, 31), (16, 18), (2, 16), (15, 9), (8, 15), (27, 8), (12, 20), (11, 12), (24, 21), (24, 4), (24, 3), (23, 24), (11, 23), (28, 11), (11, 17), (17, 25), (25, 10), (7, 28), (2, 7), (7, 6), (6, 30), (26, 32), (2, 26), (27, 2), (2, 13), (13, 22), (22, 1)]",27
Japanese,332,29,"[(9, 6), (27, 9), (11, 26), (4, 8), (11, 4), (12, 11), (18, 29), (16, 18), (25, 16), (12, 25), (10, 12), (12, 2), (1, 14), (10, 1), (23, 10), (27, 23), (21, 27), (20, 7), (20, 17), (3, 20), (20, 5), (19, 3), (13, 19), (24, 13), (28, 24), (15, 28), (22, 15), (21, 22)]",21
Japanese,334,22,"[(16, 8), (7, 16), (18, 10), (6, 18), (13, 6), (14, 13), (7, 14), (9, 7), (3, 9), (9, 21), (20, 3), (15, 20), (5, 15), (15, 12), (2, 5), (19, 4), (2, 19), (22, 17), (11, 22), (11, 2), (2, 1)]",11
Japanese,336,24,"[(19, 6), (7, 19), (21, 24), (23, 21), (23, 11), (1, 23), (8, 1), (7, 8), (12, 7), (17, 12), (12, 18), (3, 5), (14, 3), (10, 14), (4, 10), (13, 4), (2, 13), (15, 2), (20, 15), (17, 20), (16, 9), (17, 16), (22, 17)]",22
Japanese,340,22,"[(16, 6), (8, 16), (5, 8), (7, 21), (9, 7), (4, 9), (3, 20), (10, 3), (19, 10), (13, 12), (1, 13), (11, 1), (19, 11), (11, 2), (2, 14), (18, 19), (17, 18), (5, 17), (4, 5), (15, 4), (15, 22)]",15
Japanese,342,23,"[(8, 4), (11, 8), (17, 11), (5, 10), (19, 5), (1, 19), (23, 18), (6, 23), (12, 6), (9, 12), (22, 9), (21, 22), (15, 21), (2, 15), (7, 2), (7, 20), (7, 3), (7, 16), (14, 7), (1, 14), (13, 1), (17, 13)]",17
Japanese,343,19,"[(19, 5), (2, 19), (8, 2), (8, 6), (7, 8), (16, 7), (13, 16), (15, 13), (9, 15), (3, 9), (11, 14), (1, 11), (18, 1), (3, 18), (10, 3), (12, 10), (4, 12), (17, 4)]",17
